link,Business Name,Phone Number,Website,Address,Typical Job Cost,Socials
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ivantischakov-pfvwru-pf~1706005425,ivantischakov,+79615080143,,ivantischakov@mail.ruКраснодар 350009Россия,"70 000 - 1,2 миллиона ₽",
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/unmasterge-pfvwes-pf~1101815455,unmasterge,995568364123,https://www.houzz.ru/trk/aHR0cHM6Ly91bm1hc3RlcmdlLmppbWRvLmNvbS8/7e113b4f5037fc5d6980086acf9b31db/ue/NDczNzkwMDc/597796d4be0ed05c3f1f5ec8af622efa,Tbilisi 01114Россия,120 USD - 150 USD,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/uauforum-pfvwru-pf~279951127,UAUForum,+79629552799,https://www.houzz.ru/trk/aHR0cDovL2ZvcnVtLnVhdWdyb3VwLnJ1/48118e7cdd2f4207cd9446c42b7e55d7/ue/NDkwNDgyMTU/9848555a54a47519d9ced50b644d66d1,Ленинская Слобода 19Москва 115280Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/workshop-repair-pfvwru-pf~1579997852,Workshop Repair,+74993912710,https://www.houzz.ru/trk/aHR0cDovL3d3dy5hbGxyZW1zdHJveS5jb20/07258b5528826e8257d4474e4ac9dc43/ue/NDc4ODY4OTY/4286e782bfa536145f9c7524ca1f986e,МоскваМосква 121433Россия,РУБ10 000 м2 -,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/vely-pfvwru-pf~1293815613,Вель,+79165968790,https://www.houzz.ru/trk/aHR0cDovL3d3dy52ZWwtZG9tLnJ1/4b66e18b67e3209e3df9e73a1999b619/ue/MzMwMjQwNTc/066d14a9b7fba4312ed5cebfd3111965,"Пресненская наб. 6, стр.2 Башня “Империя” 16 этаж, ММДЦ “Москва-Сити”, офис 1620Москва 117141Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/byuro-cityhan-pfvwus-pf~723912486,Бюро CityHan,+79032785550,,Москва 117628Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/teplyydom-pfvwru-pf~1512699998,ТеплыйДом,+79645186097,https://www.houzz.ru/trk/aHR0cHM6Ly92ay5jb20vc3Ryb2l0ZWxzdHZvMDc/4d45c4812216b72eb2c33a3da55d5278/ue/NDI1MDc4MjY/c5efb75aec976b4d33b188508ffea714,Москва 125363Россия,5 000 - 200 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/daria-snezhko-pfvwru-pf~816415647,Daria Snezhko,+79853343550,https://www.houzz.ru/trk/aHR0cDovL3d3dy5pbnN0YWdyYW0uY29tL2RhcmlhX3NuZXpoa28v/a46cb51a1b89895c248411a66195fcb0/ue/NDI5MzQ3OTE/d0fcb606b2d3ee1039fda6a1c73a9b21,м УниверситетМосква 107023Россия,1 000 - 4 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/kaskad-pfvwru-pf~1545928777,Каскад,+79204311151,,Воронеж 394038Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/balchug-build-pfvwru-pf~790918964,Balchug Build,+79624054555,https://www.houzz.ru/trk/aHR0cHM6Ly9iYWxjaHVnb3ZhZDYud2l4c2l0ZS5jb20vYmFsY2h1Z2J1aWxk/e4ae0530118673229ea8ee2dc3bba410/ue/Mzg4MjQwNzI/2f0cba94648668199aa3c431f0009fe2,"ул. 50 лет ВЛКСМ, 68Ставрополь 355042Россия","РУБ1,7 миллиона -",
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/simmontazh-pfvwru-pf~348605189,СИММОНТАЖ,+79785448170,,ул. Соколиная 50аСимферополь 295000Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/fixband-pfvwus-pf~1229203463,Fixband,+79250703939,,MoscowMoscow 111675Россия,0 - 1 миллион ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/spetsialist-pfvwru-pf~1480971039,Специалист,+79085014971,,Шахты 346500Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroykaservis-pfvwru-pf~1137040854,СтройкаСервис,+79152981919,,"москва, свободный проспект 20аМосква 111396Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/homstroy-pfvwru-pf~566395119,ХомСтрой,+79246194885,https://www.houzz.ru/trk/aHR0cHM6Ly9ob21lc3Ryb3kzOC5ydS8/b4a92d1d8589eb96a16b12b91e2706b2/ue/NzEyNDMwMjM/f14be262da4d2171bbdb651c2e4b92c5,"Зеленая, 23аМолодежный 664038Россия",4 миллиона - 80 миллиона ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/lihmer-pfvwru-pf~1766090603,LIHMER,+79773164842,https://www.houzz.ru/trk/aHR0cDovL01zazIubGlobWVyLnJ1/13c741d2ff8203cee2ae1bf303a3daea/ue/NzI0NDUyOTE/f02c0c6342ca90c3bf3b1055d8ca0e46,Скотопрогонная 29/1Москва 140117Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/roga-i-kopyta-pfvwru-pf~1422157561,Рога и копыта,+79185887829,,Ростов на Дону 344004Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk-prochno-pfvwru-pf~1480878163,"СК ""Прочно""",+79968000177,https://www.houzz.ru/trk/aHR0cHM6Ly9wcm9jaG5vLWRvbS5ydS8/4f62910c60369a92da768c90da1582d7/ue/NzI0NTc5NzE/87856f646c938b0ae0f9712f49ff2eb5,"Пенза, Леонова, 21; 3 этажПенза 440062Россия",45 000 - 55 000 ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/ooo-everest-pfvwru-pf~155250979,"ООО ""EVEREST""",+79832949174,,8 Ayvazovskogo StKrasnoyarsk 660031Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/gydrem-pfvwru-pf~1201743596,GYDREM,+79028829110,,Нижняя Дуброва 9Владимир 600017Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/family-house-pfvwru-pf~1010847217,Family House,+79951036703,https://www.houzz.ru/trk/aHR0cDovL215ZmFtaWx5aG91c2UucnU/34bd976c87eb68a2b2886570658a31ec/ue/Njg0MDQ0MTc/ae4a118bb9b1316f746692ea39f2170b,"Пос. Новая Адыгея, ул. Сливовая 7Краснодар 385140Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/stroy-ka-pfvwru-pf~1355003655,Строй-Ка,+79685746622,,Московская область Можайск улица Красных ПартизанМожайск 143200Россия,5 000 - 10 миллиона ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-akb-innovatsiya-pfvwru-pf~1673550542,ООО АКБ Инновация,+73852532392,,Северный Власихинскийг Барнаул 656049Россия,1 - 1 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/vf-stroy-pfvwru-pf~941917255,ВФ-строй,+74956461464,https://www.houzz.ru/trk/aHR0cDovL3d3dy52ZnN0cm95LnJ1Lw/14dea5af99c104a41748c6c6255d80d8/ue/Mzk4MDQ4MDM/fdd45435c593ea0908e3b3d1a94e38c3,Москва 115230Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/aprely-pfvwru-pf~631730793,Апрель,+79044911162,,Тюмень 625056Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/ooo-stroy-vektor-pfvwru-pf~1137066598,"ООО ""СТРОЙ-ВЕКТОР""",+79376152504,https://www.houzz.ru/trk/aHR0cHM6Ly9zdHJvaS12ZWN0b3IucnUv/41269e9226707565c5d81e0888fb5c61/ue/NzQ2NjEzMTA/26d8de82fca3f5c1426981878f2c6df6,"РТ, г.Казань, ул.Академика Завойского, д.25, офис № 1004Казань 420140Россия",250 - 750 ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-kulhaus-pfvwru-pf~1833508437,ООО Кулхаус,+79607615028,https://www.houzz.ru/trk/aHR0cDovL2Nvb2xoYXVzLnRpbGRhLndz/986a62f42c93500ee46bb2e51ebd25e4/ue/NzU5NTU4ODE/b791981314e003d28ec39c84a51ee7ad,Свободный 68/3Красноярск 660018Россия,500 000 - 20 миллиона ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/cottbee-constraction-ltd-pfvwru-pf~1957136625,CottBee Constraction ltd,447490434469,https://www.houzz.ru/trk/aHR0cDovL3Byb2plY3RkZXNpZ25jYi5jb20/144f6b7f38c8984e89223e1f186f99b4/ue/NDA4NjcwNDU/dbfd129bce838265d1db9cbd0bdaf1a2,London EC1V 2NXРоссия,3 000 GBP - 20 000 GBP,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/ooo-midas-pfvwru-pf~1741286868,ООО Мидас,+79776130966,https://www.houzz.ru/trk/aHR0cDovL3d3dy5taWRhc2RvbS5jb20/56b8d5d0692d358e0ef0c534f314dadc/ue/NzYxMzgxNTY/ecb43ca2256bc54d02b3a729ca5d7c60,Рязаново вл.40БМосква 142131Россия,1 миллион - 150 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-mk-arkada-pfvwru-pf~1042725812,ООО МК Аркада,+79139172552,,Новосибирск 630056Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/i-tem-house-pfvwru-pf~1992890184,I-TEM house,+79680519669,https://www.houzz.ru/trk/aHR0cHM6Ly9pLXRlbS5ydS8/4578e5a7da0b43e3ba659a5f9959888d/ue/NzU5MTkyMDQ/0c35007a0390f31d236d0f84e8ed5730,"Руза, ул Красная 67Руза 143103Россия",30 000 - 10 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/remkofort-pfvwru-pf~314820774,РемКофорт,+79622038727,https://www.houzz.ru/trk/aHR0cHM6Ly92ay5jb20vcmVtY29tZm9ydDc2/f7936988455bd483118ce46172d2b1d1/ue/Njk5NjQxODI/f600052f05e3a247aa52a129b6695a23,"Харитонова 2, офис 311Ярославль 150049Россия",100 000 - 1 миллион ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/remonty-kvartir-meccan-pfvwru-pf~440637250,Ремонты квартир MECCAN,+79885838697,https://www.houzz.ru/trk/aHR0cHM6Ly93d3cuaW5zdGFncmFtLmNvbS9tZWNjYW4uY29tcGFueS8_aGw9cnU/4ba81a39fb909c153d5e0dc4804b78de/ue/NzAxNTIxNDY/e7dcea72fda1e626980da8037dde2863,Ростов-на-донуРостов-на-дону 344000Россия,8 000 - 10 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-stroydom-mv-pfvwru-pf~94633173,"ООО ""СтройДом МВ""",+74996491616,https://www.houzz.ru/trk/aHR0cDovL3N0cm95ZG9tbXYucnU/3ecc86240ad4e32fc35c9594adcb74a6/ue/MzYyMzA4MTM/05412786af42a9fc7f77b1ce7ba004f8,"Москва, Б.Почтовая, д.36 стр.11Москва 105082Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/lyuksstroy-pfvwru-pf~96724505,ЛЮКССТРОЙ,+79137255577,,Горский микрорайон 61Новосибирск 630073Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/pravilynyy-remont-pfvwru-pf~692241183,Правильный ремонт,+79261191780,https://www.houzz.ru/trk/aHR0cHM6Ly9sZWJlZGV2LWdyb3VwLnJ1Lw/83b55e76a5cd6c9f4591768269feaa2b/ue/NzA5ODYyNTE/02ff14cbef1086ccd3ee3ba076a86bde,МоскваМосква 117465Россия,100 000 - 200 000 ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-telz-pfvwru-pf~255789732,"ООО ""ТЕЛЗ""",+74951117127,https://www.houzz.ru/trk/aHR0cHM6Ly90ZWx6LXN0cm95LnJ1Lw/f90ae2006bdae07e578f0bf942088e88/ue/NjU1MTU5Mjg/6954e9375ca2cbd7314d8013ac82aeb0,"ул. Свободы, 27, пом.2Москва 125362Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/kompaniya-territoriya-komforta-pfvwru-pf~1866461832,Компания «Территория Комфорта»,+79052223411,https://www.houzz.ru/trk/aHR0cHM6Ly90ZXJyLWtvbWYucnUv/2eaa82077b3202922b212a2c2801d6c4/ue/NjU1NDkxNjA/f563b947235dbe7b0785a14eef73bc2a,Санкт-Петербург 187015Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-notam-pfvwru-pf~2016038703,"ООО ""Нотам""",+79167958187,,Москва 101000Россия,2 500 - 5 000 ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/nice-perspective-pfvwru-pf~440142090,Nice perspective,+79150811054,,г. Москва ул. Татьяны Макаровой дом 8Москва 111675Россия,1 000 - 110 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/kps-pfvwru-pf~1170399693,КПС,+79533633881,,Санкт Петербург 196070Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/st-house-pfvwru-pf~348215961,st HOUSE,+79203732995,,Иваново 153000Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/ooo-rimaks-pfvwru-pf~440772658,"ООО ""РИМАКС""",+79263179607,https://www.houzz.ru/trk/aHR0cHM6Ly9oaWdpbmEtaG9tZS5ydS8/2987b63e9d26801a3062dc09f3891fef/ue/NzIxOTQyNTg/ec85c5f52f2d94e7d11d5ca02398f34f,Москва 119192Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/feniks-pfvwru-pf~690715559,ФениКС,+79627228223,,http://spb-fenix.ru/Санкт-Петербург 190000Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/ilyya-kiselev-pfvwru-pf~63291482,Илья Киселёв,+79535130443,,Москва 108811Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-rekro-pfvwru-pf~2051227514,ООО РЕКРО,+74952984049,https://www.houzz.ru/trk/aHR0cHM6Ly9yZWtyby5ydQ/0d8f2eb2b21cf33ae89cb4750552e4e0/ue/Njk1Mjg2NzQ/09e03d0bf2e714f2b155801b8a5821b5,"ул. Шухова 17, корп. 2Москва 115162Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroy-m2-pfvwru-pf~851496918,Строй-М2,+79087540915,https://www.houzz.ru/trk/aHR0cHM6Ly9zdHJveS1tMi5ydS8/d34b5334680cef8b90698dd84e036c53/ue/Njg5MzczNTA/84c9c5cddd7a9bbc5d0c25ed4a95a4a4,Красных Зорь 25Нижний Новгород 603157Россия,2 400 - 6 000 ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/sweet-home-pfvwru-pf~818054767,Sweet home,+79956219510,,"Ул. Хользунова, 55Воронеж 404130Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/gruppstroy-pfvwru-pf~473100537,ГруппСтрой,+79307400079,,Владимир 600035Россия,10 000 - 10 миллиона ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/belyveder-pfvwru-pf~1707371785,Бельведер,+74232006707,https://www.houzz.ru/trk/aHR0cDovL3d3dy5iZWx2ZWRlci5vcmc/6c1ec91294b60f78f5970a3e0b869308/ue/NzI0NjkzNTc/f66132b39fd8fc4ba34ea43fae91940e,ул. Жигура д.26Аг. Владивосток 690000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/tamara-nazarova-pfvwru-pf~1387424462,Тамара Назарова,+79697326749,https://www.houzz.ru/trk/aHR0cHM6Ly92ay5jb20va25zdGxlcmJ1aWxkZXI/6acafa1f6f7eb3b46d9836351fb416f6/ue/NTM1ODk4MTQ/2ac81f257630c58bc9f973121fc3aede,Санкт-Петербург 188663Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/mimstroy-pfvwru-pf~725968806,МИМСтрой,+79255894397,https://www.houzz.ru/trk/aHR0cHM6Ly93d3cucmVtLWt2YXJ0eXIucnUv/f2177d010d5e463d6f1e485f6e074125/ue/NzEzOTM2NzQ/e4c7f74660a90784f219b7c25fea0b36,"Василисы Кожиной, дом 1Москва 121096Россия",9 500 - 23 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/samozanyataya-pfvwru-pf~507855948,Самозанятая,+79293206527,https://www.houzz.ru/trk/aHR0cDovL3d3dy5jdGstcHJvZWt0LnJ1/55ef69883b1749aec649c62deb6907a0/ue/NzE1MjQxMTI/f22b22c38cfb798f7fae650fe10d3b82,Рокоссовского 11Красноярск 660000Россия,80 000 - 300 000 ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/stroitelynaya-birzha-№1-uspeh-i-delo-pfvwru-pf~1639850583,"Строительная Биржа №1 ""Успех и Дело""",+78003026657,https://www.houzz.ru/trk/aHR0cHM6Ly91c3BlaGRlbG8ucnU/2d197a3bbe6c38fd408d48470c07acc2/ue/NjY0MDQwMTU/4cf2e1a32b553b577c8e7634fd32f1e8,"Москва, Пресненская набережная, д. 6, стр.2Москва 123112Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/studiya-landshaftnogo-dizayna-lyukssad-pfvwru-pf~130449328,студия ландшафтного дизайна ЛЮКССАД,+79214244688,https://www.houzz.ru/trk/aHR0cDovL3d3dy5sdXhzYWQtc3BiLnJ1/d2995f3aca0d92520b3c94e59efa367f/ue/NzQ1MDY0NjA/4b6ed50ffc8fc2102a611ee5f52228a7,"площадь Морской славы д.1, офис 5077Санкт-Петербургб 199106Россия",,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/novaya-istoriya-pfvwru-pf~726107982,Новая история,+79013151600,,Столовый переулок 4Москва 121069Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/smo-bez-hlopot-ip-ryzhkov-aleksey-igorevich-pfvwru-pf~600197006,"СМО ""Без Хлопот"" ИП Рыжков Алексей Игоревич",+79617787699,https://www.houzz.ru/trk/aHR0cDovL2Jlemhsb3BvdC1udC5ydQ/b92346c25496537b849e2ae81b8aace9/ue/NzQ2NzA4NjI/a4fc5fa7ec6d4e3f691689ed54a15f39,"Свердловская обл, г Екатеринбург, ул. Добролюбова 16/2Екатеринбург 622000Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/dom-u-morya-razvitie-kurortnoy-nedvizhimosti-pfvwru-pf~1638397135,ДОМ У МОРЯ - развитие курортной недвижимости,+79780926093,https://www.houzz.ru/trk/aHR0cDovL2RvbXltb3J5YS5ydS8/8b3cdae26ade79f609dcd119090e5a78/ue/NDAzOTI0OTU/5d1e31585b2d212f581e2a8225b236c0,КраснодарСочиСевастополь 299001Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/teplyy-dom-pfvwru-pf~1422214033,Тёплый Дом,+79147096251,,Г. Находка ул. Школьная 1а-201Находка 692904Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/bulat-mugalov-pfvwru-pf~1170847157,Bulat Mugalov,+79292989798,https://www.houzz.ru/trk/aHR0cDovL2J1bGF0bXVnYWxvdi50aWxkYS53cw/7b6139f0dba5d30da6f6a644b83f397b/ue/NzYzMDA0Nzc/5fbf5edb81cf35784757a250ccc7938b,Бульвар ВеласкесаМосква 108814Россия,РУБ1000 р./м2 - 45000 р./м2,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooomst-pfvwru-pf~439188818,"ООО""МСТ""",+79067991507,,Москва 117485Россия,20 000 - 250 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/akv-stroy-net-pfvwru-pf~1739235360,akv-stroy.net,+79773438685,https://www.houzz.ru/trk/aHR0cDovL2Frdi1zdHJveS5uZXQ/2c4df758ec69f0480fdef7f569c26108/ue/NDU5NDczNzI/3032b8b9d3c65270e66750263dae5c59,Горки 10боркиЗвенигород 104071Россия,7 500 - 10 000 ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-inzhenernyy-podhod-pfvwru-pf~1388943682,"ООО ""Инженерный подход""",+79616100569,https://www.houzz.ru/trk/aHR0cHM6Ly92c2V2LWVtLnJ1Lw/35c0b12b6a49fbd0820bb4cebb053efd/ue/NzY0NTE4MzA/9a02d1556b31d74df978c976e055ab0e,"г. Санкт-Петербург, пр. Народного Ополчения д.22 к.8г. Санкт-Петербург, ул. Бухарестская д. 24Санкт-Петербург 198216Россия",150 - 350 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/lyudmila-pfvwru-pf~1168682857,Людмила,+79166216415,,Раменское 140105Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/roman-shangareev-kupi-dom-pfvwru-pf~2116758840,Роман Шангареев / Купи Дом,+79662406330,https://www.houzz.ru/trk/aHR0cDovL2t1cGlkb21rem4ucnU/a6a85d19e6ffbbef811c7cb2bb74b6e8/ue/NDQ0MTkxNjg/9d598148385bcd4968d6dd91f3b5a864,Назарбаева 66Казань 420107Россия,5 000 - 28 000 ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/netto-dom-pfvwru-pf~943985703,Нетто Дом,+79046750999,https://www.houzz.ru/trk/aHR0cHM6Ly9uZXR0b2RvbS50YXBsaW5rLndz/15661a5060d2ae317820e04ca74da4a8/ue/NzI3Njc4NzU/cef2d903e48ed16325c9b80634e034c4,дзержинского 6/2казань 420111Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/pomestye58-pfvwru-pf~1355030499,Поместье58,+79875092070,https://www.houzz.ru/trk/aHR0cDovL3d3dy5wb21lc3R5ZTU4LnJ1/5b9915de139593981cc413f4cfee3f22/ue/NzI4MDM4MzE/27e725ad509a25a6249a1b0e6be72e91,Проспект победы 72Пенза 440000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/gruppa-kompaniy-grand-pfvwru-pf~1043155752,Группа компаний «Гранд»,+78124099409,https://www.houzz.ru/trk/aHR0cDovL3d3dy5ncmFuZDcucnUv/21627eb467d78acbd08bbf07f3eca1ed/ue/NDYzNzcyODA/2a046f656ba69db21c1158145b64fdd5,"Выборгское шоссе, 212Санкт-Петербург 194355Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/brikus-pfvwru-pf~1640491907,Брикус,+79106295281,https://www.houzz.ru/trk/aHR0cDovL3Zybi5icmlja3VzLnJ1/e8d1c9ba13833a54d9bb63c62d94f6ce/ue/NzQwMzIxMTE/26990eae25934269066127601121aea8,"ул. Летчика Замкина, д. 34Воронеж 394036Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/novostroy38-pfvwru-pf~1455895272,Новострой38,+79021713570,,ул БайкальскаяИркутск 664511Россия,1 000 - 65 000 ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/ekostroy-pfvwru-pf~793191412,Экострой,+79120327000,https://www.houzz.ru/trk/aHR0cDovL3d3dy5la29zdHJvaXNrLnJ1/cd04a8eff2f8dda09f0682751593cec0/ue/NzM3MzczNTI/bd0dfe6581f2f26f9f85d7f2c7afcca1,"Екатеринбург, ул.Шевченко 9 офис 211Екатеринбург 620075Россия",,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/papadom-pfvwru-pf~1799817870,ПапаDom,+73912763811,https://www.houzz.ru/trk/aHR0cHM6Ly9wYXBhLWRvbS5jb20v/955377b8e9c64af48e4c3d3311224c92/ue/NzM5MDQ5Mzg/a5e93ec02bd1f040d681b0c8529460df,"ул. Алексеева 49, 16-й этажКрасноярск 660077Россия",,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/dom-s-umom-pfvwru-pf~1514439994,ДОМ С УМОМ,+79061163940,,"Татарстан, Казань, Аделя Кутуя 151 ВКазань 420087Россия",,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/eltehstroy-pfvwru-pf~2017766431,Элтехстрой,+73433199257,https://www.houzz.ru/trk/aHR0cHM6Ly9lbHRzLnJ1/664c6d7c8a14d16dcbc853fc04dbf457/ue/NzMyNTk1NTU/c5eadfc017e0995156fd5a6633f35411,"ул. Менделеева, дом 18, офис 1Екатеринбург 620137Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/brigada-pravilynoe-stroitelystvo-pfvwru-pf~1866774908,Бригада - Правильное Строительство,+79165491850,https://www.houzz.ru/trk/aHR0cHM6Ly9jb3JyZWN0LWJ1aWxkaW5nLnJ1Lw/2957f0d7220eda0366f1319ab67a37ce/ue/NzMxNzQwNTY/009fc806072c0878955f826005274fa2,MoskvaMoskva 143083Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/dart-home-center-pfvwru-pf~725968318,D’Art Home Center,+79676613319,https://www.houzz.ru/trk/aHR0cDovL2RhcnRob21lLnJ1/ba920a98c45b875faa70214a426a03dc/ue/NzEzODUwOTg/9032143310eb75ce33c29c77657d0f3a,Геленджик Ул. Рыбникова 3Геленджик 353477Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ooo-fm-stroy-pfvwru-pf~1103429455,"ООО ""ФМ-Строй""",+79219451894,,"Магнитогорская улица, дом 51, литер А, пом. 2н/3н, оф 309Санкт-Петербург 190000Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-profzhilstroy-pfvwru-pf~314837238,"ООО ""ПрофЖилСтрой""",+79826334243,,"ул. Розы Люксембург 64, оф 408Екатеринбург 620026Россия",0 - 300 миллиона ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/yagovkin-a-v-pfvwru-pf~507431052,Яговкин А. В.,+79923041659,,КоролевоИшим 627310Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/ip-kazakov-pfvwru-pf~222521609,ИП Казаков,+79153260369,,"Вяземская ул., дом 3Москва 121353Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/olimp-pfvwru-pf~1354993327,Олимп,+79110265890,,Г.ЧитаГ.Чита 672000Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/pragmat-pfvwru-pf~1044745428,Pragmat,+79127033427,,Киров 610033Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/dom-market-ooo-pfvwru-pf~153912031,Дом Маркет ООО,+78005559077,https://www.houzz.ru/trk/aHR0cHM6Ly9kbWFya3QucnU/b9e8deed122a98d1e9eda6a4da8fbaf1/ue/NDgxODI4MTE/09df6ab11058dda681c4424e6fd7f0db,Краснодар 350075Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/rhs-group-pfvwru-pf~128882516,RHS Group,9931130,https://www.houzz.ru/trk/aHR0cDovL3Jocy5ncm91cC8/f57d4f16f3ed94fc7eddd57d057293fd/ue/NTAyMjg4OTI/90f33de6e2022f524e012109a858124e,Санкт-Петербург 190000Россия,6 000 - 20 000 ₽,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/vasiliy-pfvwru-pf~405692407,Василий,+74952051520,https://www.houzz.ru/trk/aHR0cDovL2drLXNwdC5ydQ/4f56131f5bb8d3c6148f57e0925f2cb8/ue/NDk0NzI2NTk/355676fe69c1e97863088dda28fbbc26,Москва 115280Россия,РУБ5 500 -,
